dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
electricity_weekly,energy,weekly,naive,traditional,short,4,tuned,321,20644.94158878505,24001.709890869766,8.373331738598177,6.640068838529498e-07,9.143835287599178e-06,1.3150901437919831e-05,0.4020423889160156
electricity_weekly,energy,weekly,arima,traditional,short,4,tuned,321,16891.090077008037,20291.645558451517,9.307275032001733,1.3666360920463395e-06,0.2300416331424891,0.23004848192042646,4.020979881286621
electricity_weekly,energy,weekly,seasonal_naive,traditional,short,4,tuned,321,30168.56464174455,32591.56824445784,10.6790430313408,5.823058131327881e-07,2.9287605642158294e-05,3.31357260730779e-05,0.4118766784667969
electricity_weekly,energy,weekly,uni2ts,foundation,short,4,tuned,321,81158.73746466191,83709.3834704717,16.489447108714614,2.737728606131961e-06,1.2343904637844763,1.2344004246304712,3.720956802368164
electricity_weekly,energy,weekly,prophet,traditional,short,4,tuned,321,86749.70010902845,88760.92556980817,17.693172540304975,1.834411858769592e-05,0.2095124691817619,0.20953688071895607,6.697291374206543
electricity_weekly,energy,weekly,ttm,foundation,short,4,tuned,321,127498.39416240495,129417.81353963198,22.378084237820854,2.405725164205486e-06,1.9064655251963487,1.9064747009693277,2.919558525085449
electricity_weekly,energy,weekly,lstm,traditional,short,4,tuned,321,356233.63992398785,356572.4652087635,199.8248360956651,4.803280221338955e-06,6.019370439267975,6.019384331420946,0.694737434387207
fred_md,finance,monthly,timesfm,foundation,long,24,tuned,107,5015.486956671957,5732.563642994308,13.074179009045283,4.537306099294498e-05,0.5605901669119006,0.5606413578318659,0.22434711456298817
fred_md,finance,monthly,ttm,foundation,long,24,tuned,107,4661.4746545638145,5557.21213731269,14.03456874276786,2.3128830383871203e-06,0.1277275397398761,0.12773456528922103,1.2047080993652344
fred_md,finance,monthly,arima,traditional,long,24,tuned,107,5962.5384643015,6797.634103302814,14.32103174449632,1.644419732494889e-06,0.23222179724791336,0.23222720065963598,11.481707572937012
fred_md,finance,monthly,naive,traditional,long,24,tuned,107,5365.955688551401,6207.925540138058,14.53599068465128,6.060733973422897e-07,8.371388800790377e-06,1.049264569148839e-05,0.1471595764160156
fred_md,finance,monthly,seasonal_naive,traditional,long,24,tuned,107,4839.166405996885,5588.497740491411,16.507915593491973,5.971605532637266e-07,4.512127314772561e-05,4.720019402905045e-05,0.1566352844238281
fred_md,finance,monthly,uni2ts,foundation,long,24,tuned,107,9235.136547797594,10014.89639372779,21.280388699509164,2.7897201965902453e-06,1.0574925302345062,1.0574999412643575,2.203263282775879
fred_md,finance,monthly,prophet,traditional,long,24,tuned,107,11132.632176653093,12084.750418582998,29.863387391003453,5.9640296151704774e-05,0.5102980805334644,0.5103643453009775,24.0974063873291
fred_md,finance,monthly,lstm,traditional,long,24,tuned,107,46084.72986236055,46275.632098661874,113.95058082757421,7.359780997873467e-06,26.116690876327944,26.116711393695013,0.5797805786132812
